Names,NAB,CAB_1,CAB_2
b0118,860.816274,750.672461666667,933.643595666667
b0119,71.4087013333333,83.3948333333333,74.0379866666667
b0120,128.794973,133.477981,133.319245
b0121,112.760116333333,115.628521333333,117.272001666667
b0122,157.301254666667,150.182914,151.226953
b0123,38.158076,43.689659,38.3291546666667
b0124,201.409568,174.600037,171.303591
b0125,188.759975,197.722858333333,192.978628666667
b0126,212.268744333333,204.306146,211.127788
b0127,81.867052,88.088044,77.406389
b0128,99.015571,103.647138666667,81.9124393333333
b0129,54.4472086666667,60.5927493333333,54.3719986666667
b0130,14.3689536666667,15.2825826666667,15.5437953333333
b0131,247.733018666667,249.781737,244.806180666667
b0132,4.95573766666667,4.83602,4.613974
b0133,185.752685666667,181.907117,189.761419666667
b0134,145.501856333333,143.990422666667,149.734632
b0135,1.749006,2.35218966666667,1.55358766666667
b0136,0.722512,0.330662,0.697647666666667
b0137,0.2427,1.137573,0.707682333333333
b0138,0.940294,1.56680633333333,1.08391033333333
b0139,0.705538333333333,0.682562,0.563301
b0140,1.02657466666667,0.683874333333333,0.945301
b0141,1.083027,1.09457066666667,0.310766666666667
b0142,13.4451016666667,14.7043853333333,11.9861576666667
b0143,77.898476,80.468041,72.903501
b0144,16.3481433333333,16.9214676666667,15.1668006666667
b0145,554.405089333333,564.305661,538.608578333333
b0146,105.639561,96.449162,115.690661
b0147,22.569271,20.3809573333333,25.8551666666667
b0148,37.3080733333333,34.29928,36.390674
b0149,129.077392333333,118.216583333333,108.280347
b0150,30.5354516666667,29.321979,28.860377
b0151,17.3983613333333,16.8910916666667,15.9643323333333
b0152,10.5571763333333,10.9919683333333,10.7565773333333
b0153,15.3503076666667,16.5140916666667,14.1622403333333
b0154,111.823043333333,110.800776666667,115.396121
b0155,73.6217973333333,76.8815623333333,66.9887986666667
b4728,0,0,0
b0156,417.492580666667,366.600873666667,424.972684666667
b0157,27.9012836666667,31.354168,24.0640186666667
b0158,43.409595,45.5499603333333,44.747403
b0159,268.224913666667,255.167721333333,291.525198333333
b0160,25.9191603333333,26.0182976666667,28.5361976666667
b0161,919.469113666667,843.430774,953.336787333333
b0162,37.2026683333333,37.0483936666667,34.8787166666667
b0163,261.460115666667,311.516482,276.335509333333
b0164,9.700543,9.433102,8.51865833333333
b0166,363.968237,340.758380666667,399.121754333333
b0167,31.6528453333333,31.7464643333333,34.2250423333333
b0168,161.122861666667,158.430898,172.874121333333
b0169,1880.24648633333,1975.227576,1928.51561466667
b0170,951.469247,888.146260666667,968.256709
b0171,153.950806333333,141.453390666667,152.456043
b0172,807.385705666667,789.193845,867.491766
b0173,79.2863856666667,75.3563223333333,82.978319
b0174,213.656283333333,221.573356333333,194.812662333333
b0175,199.735067666667,188.209396666667,171.175609333333
b0176,243.678566333333,224.443194666667,222.729425333333
b0177,435.438092333333,424.840274333333,430.715126
