Names,NAB,CAB_1,CAB_2,CAB_3,CAB_4
b0560,1.3023825,1.199554,0.705372333333333,1.625385,3.994676
b4634,3.053761,5.193748,0,3.23565666666667,2.07416033333333
b0561,0,0,0,0,0
b0562,0,0,0,0,0
b0563,0,0,0,0,0
b0564,0,0,0,0,0
b0565,0,0,0,0.197491333333333,0
b0566,3.107432,4.752768,3.90927566666667,3.10000733333333,7.843963
b0567,8.0369785,11.860216,9.659724,12.7004696666667,13.8498116666667
b0568,9.9632605,11.838216,11.6291306666667,9.730628,14.8126643333333
b0569,13.0363665,4.275919,4.93872333333333,5.17849266666667,10.6587713333333
b0570,5.711334,7.161833,11.8950483333333,7.178623,14.6276263333333
b0571,7.630025,16.104758,32.975353,19.0665866666667,53.9720036666667
b0572,2.2541605,1.217194,3.53261233333333,1.364362,1.70807233333333
b0573,5.7386525,4.146474,0,2.498262,3.28159533333333
b0574,2.7637035,2.111395,2.31247233333333,2.89656633333333,2.611096
b0575,3.279877,1.523745,4.79209066666667,3.65721333333333,4.427999
b0576,13.2488355,27.312983,18.6834366666667,20.793806,31.461183
b0577,36.585338,60.421991,34.654136,30.458818,46.146384
b0578,93.6790195,193.400689,155.089647666667,177.635607,268.631434333333
b0579,47.947633,27.507847,36.94174,16.716852,21.6703343333333
b0580,542.4760945,56.069284,75.929605,81.538139,233.660166666667
b0581,67.1835815,19.758494,23.2873636666667,25.2331776666667,39.2400323333333
b4415,0,0,0,0,0
b0583,15.4017655,8.527442,4.76329033333333,5.41541333333333,13.059783
b0584,11.9189205,7.172637,18.9075463333333,7.022552,22.9968666666667
b0585,5.1505175,3.597782,18.4302753333333,3.22379666666667,8.279475
b4511,8.8465695,0,0,0,0
b0586,6.655051,4.571465,11.6629166666667,7.53361766666667,15.9946286666667
b0587,2.5077195,4.271829,5.279738,2.19472033333333,3.132865
b0588,4.1552355,6.736993,13.365484,6.657924,23.4422086666667
b0589,4.152619,3.708582,16.9199356666667,9.196376,27.8360796666667
b0590,10.1848165,10.94531,39.757584,12.4231926666667,43.70765
b0591,2.4046745,3.764883,18.2670236666667,5.37174066666667,18.3379403333333
b0592,11.528284,13.655205,51.2672723333333,11.0838276666667,34.0228093333333
b0593,4.7191315,2.593096,18.6819966666667,4.17401566666667,15.798232
b0594,4.190721,3.259296,11.1832506666667,4.37310933333333,12.8109473333333
b0595,4.9879565,7.398212,8.86228966666667,2.06393033333333,12.418059
b0596,7.089346,6.300761,9.42895733333333,10.747445,24.885119
b0597,8.5747325,2.227072,9.84841633333333,11.7030023333333,19.9756706666667
b0598,166.9664195,246.722737,43.2117206666667,47.374383,27.524771
b4512,4.011911,33.41896,24.6412056666667,15.5447476666667,29.0635733333333
b0599,43.015768,13.515436,22.6746463333333,14.6553103333333,27.587801
b0600,13.468809,6.026312,7.67965566666667,5.93776866666667,10.9412043333333
b0601,14.543388,9.242166,10.8310246666667,7.864115,6.07968966666667
